Origin,Dest,Distance,Month,DayOfWeek,Hour,Weather_Rain,Weather_Wind,Visibility,Temperature,Delay_Status
CLT,BOS,1532,11,5,23,58.24,36.59,4.65,14.29,1
DEN,DTW,857,7,2,4,24.54,34.79,3.02,30.83,1
CLT,MSP,3186,1,2,23,49.36,59.8,1.17,18.62,1
JFK,SFO,1733,9,7,22,9.31,16.68,3.14,-3.37,1
CLT,DTW,3334,9,4,11,38.03,46.78,7.3,-1.41,1
ATL,BOS,1856,5,2,3,1.4,34.88,9.2,33.21,1
ORD,MIA,425,9,2,22,29.37,58.55,1.84,16.35,1
JFK,BOS,304,10,7,5,5.61,49.67,5.98,25.29,1
CLT,SEA,2197,6,4,18,35.64,59.91,7.26,8.65,1
ATL,IAH,971,5,6,8,31.63,35.3,3.49,16.62,1
DEN,PHX,3696,3,3,11,33.33,12.27,6.13,38.86,1
CLT,MIA,3526,11,6,14,3.4,30.22,7.44,6.49,1
ATL,SEA,628,11,5,15,27.12,42.67,8.54,23.74,1
DEN,MSP,633,8,5,12,56.74,46.46,5.07,-1.37,1
ORD,IAH,1430,4,2,20,27.67,0.03,7.73,-3.91,1
CLT,SFO,3299,10,5,23,53.64,30.3,3.72,29.18,1
DEN,MIA,2929,3,3,6,27.71,14.11,2.92,32.21,1
JFK,PHX,3607,6,2,22,31.74,52.49,2.69,23.42,1
ORD,IAH,2835,8,7,19,42.29,9.17,4.23,-2.09,1
JFK,MSP,3899,9,5,3,71.3,39.99,1.32,2.03,1
DFW,DTW,3340,6,7,10,8.16,15.96,3.55,35.56,1
LAX,DTW,1065,5,1,7,2.47,21.39,6.87,4.44,0
CLT,PHX,2993,12,1,5,45.6,56.43,6.83,30.94,1
DEN,SFO,3784,11,1,9,71.18,14.43,1.66,4.3,1
LAX,SFO,3438,2,7,6,74.23,5.7,3.59,36.97,1
LAX,MSP,3111,2,1,6,36.31,4.16,6.13,35.72,1
DEN,MIA,2615,9,6,3,35.11,30.28,3.87,-7.84,1
ORD,MSP,450,2,1,2,48.37,38.5,4.76,28.52,1
CLT,BOS,3106,2,2,23,41.67,19.64,7.42,-1.53,1
DFW,SFO,1055,3,4,6,47.56,41.42,1.08,0.76,1
JFK,IAH,3957,3,6,3,65.55,3.66,3.49,12.99,1
ATL,BOS,1393,4,4,12,55.97,51.44,2.28,18.82,1
JFK,DTW,3361,7,2,19,37.27,48.99,2.15,6.29,1
ATL,DTW,760,9,2,16,34.64,59.13,9.63,18.77,1
JFK,SEA,1669,2,3,6,47.97,56.19,4.39,-1.47,1
DEN,PHX,2541,4,6,16,34.18,21.37,5.74,-8.88,1
DFW,BOS,1118,9,4,3,34.33,23.96,7.6,18.56,1
CLT,PHX,1373,2,1,10,1.22,44.76,1.43,15.87,1
ATL,MSP,3403,10,2,2,13.05,8.04,3.17,24.48,1
CLT,BOS,632,11,1,10,36.64,18.84,8.49,22.49,1
CLT,MSP,2306,1,4,2,61.7,7.11,8.76,34.87,1
CLT,SEA,1168,10,7,11,20.9,27.29,4.36,12.97,1
LAS,SFO,1035,8,6,0,39.2,33.12,4.37,-9.58,1
ORD,DTW,2446,9,5,3,25.87,12.67,7.81,21.53,1
JFK,SEA,2462,7,7,13,7.86,1.6,3.66,23.76,0
CLT,DTW,1097,8,7,0,71.87,43.16,2.05,16.07,1
JFK,SFO,3832,4,5,13,64.1,1.2,3.32,24.47,1
CLT,MSP,671,4,2,12,5.89,58.4,4.49,6.18,1
ATL,SFO,446,2,3,12,53.98,13.3,1.47,-2.56,1
ORD,DTW,2629,8,1,23,26.07,39.83,5.31,23.23,1
ORD,DTW,1190,11,2,14,74.61,26.09,7.66,2.26,1
DEN,PHX,3510,2,3,16,22.68,3.58,5.62,12.82,1
LAS,IAH,1126,9,1,11,17.91,28.33,1.65,14.58,1
DEN,SEA,3638,4,4,21,42.59,31.01,4.96,13.86,1
DEN,BOS,1391,1,7,22,62.63,51.28,7.38,19.92,1
DEN,DTW,2807,4,7,13,14.44,43.94,1.52,-8.53,1
DEN,SEA,1274,3,5,11,53.21,4.76,1.54,39.48,1
DEN,PHX,2034,12,3,17,4.61,12.55,4.34,25.82,1
DFW,SFO,3881,6,1,3,68.92,18.71,2.75,11.27,1
ORD,PHX,3999,7,2,13,6.08,6.98,9.41,-0.43,1
DEN,MIA,888,8,1,18,68.57,27.41,6.23,-5.99,1
CLT,MIA,2627,2,2,12,36.81,59.06,3.59,23.61,1
ORD,BOS,2721,6,7,22,33.61,30.88,7.34,5.85,1
ORD,PHX,3351,6,5,17,73.0,44.51,4.37,1.47,1
LAX,MSP,2944,10,5,10,74.28,40.98,2.19,9.0,1
DFW,BOS,3638,12,1,5,48.76,50.99,3.14,19.65,1
DEN,MSP,1684,5,1,8,9.53,12.94,6.78,23.59,1
JFK,BOS,3158,10,2,11,37.96,45.23,1.47,22.26,1
ATL,MIA,3810,10,2,18,39.69,52.88,3.45,33.16,1
LAS,BOS,3723,7,3,13,38.58,10.29,2.87,0.94,1
CLT,MIA,3735,3,7,14,42.71,20.81,2.81,21.84,1
JFK,DTW,1159,4,3,10,1.4,58.21,7.14,-4.94,1
DFW,SFO,677,10,3,5,53.34,46.85,8.43,17.4,1
ATL,MSP,3251,9,1,13,53.43,16.96,7.44,19.2,1
DFW,PHX,3173,4,6,2,8.66,33.84,6.81,0.81,1
CLT,DTW,3691,3,6,18,42.77,24.26,9.25,9.58,1
ORD,DTW,906,2,6,19,42.63,29.4,1.53,31.36,1
ATL,BOS,3485,5,6,10,51.18,21.31,2.51,-2.58,1
ORD,MIA,3640,4,3,23,6.4,16.76,4.73,11.73,1
CLT,SEA,3101,8,1,16,46.99,40.49,4.35,36.64,1
JFK,MSP,1337,7,6,16,21.06,46.71,4.76,15.21,1
CLT,DTW,3264,6,5,22,38.03,52.44,2.86,26.26,1
JFK,BOS,953,11,4,2,58.0,9.32,2.35,31.34,1
ATL,IAH,2750,12,5,13,52.92,49.37,5.58,0.19,1
ATL,SFO,1859,2,1,6,8.92,15.29,9.35,0.91,0
DEN,SFO,3064,3,1,18,44.34,25.64,4.53,27.93,1
DFW,SEA,787,10,4,2,72.68,54.09,1.39,27.67,1
DEN,MIA,1534,9,2,1,11.76,27.27,7.36,-6.99,1
DFW,BOS,1692,9,2,16,63.97,11.82,3.62,6.12,1
DEN,MSP,2047,5,2,8,52.69,9.59,3.21,9.93,1
ORD,MIA,2955,3,3,21,58.05,28.38,3.92,31.45,1
ATL,SFO,3315,2,2,5,21.15,45.76,7.51,11.09,1
JFK,MIA,3686,8,7,23,21.59,59.83,8.37,36.3,1
DFW,SFO,3969,6,3,20,67.95,47.24,6.29,39.83,1
CLT,MIA,3517,10,3,8,26.99,52.62,3.9,29.04,1
DFW,SEA,3355,11,2,4,4.73,44.87,3.79,23.32,1
JFK,PHX,406,12,2,1,45.04,53.73,2.12,9.59,1
DEN,SEA,2398,7,4,21,9.36,4.58,9.4,-6.65,0
DFW,SEA,2915,1,6,14,59.74,55.8,6.74,18.66,1
LAS,PHX,2775,1,4,8,48.13,23.78,1.24,8.09,1
ORD,PHX,364,10,3,18,65.6,55.3,6.96,7.54,1
ATL,DTW,3164,2,4,9,58.86,4.54,5.02,24.39,1
JFK,DTW,2198,10,3,3,8.41,42.91,9.75,13.18,1
ATL,BOS,3416,3,1,9,28.58,44.14,8.37,27.6,1
LAS,MSP,3257,12,3,7,58.09,59.81,2.54,9.91,1
DFW,MSP,2284,1,3,21,31.3,46.13,7.48,-2.46,1
DFW,BOS,532,5,4,12,72.93,22.95,5.37,13.07,1
CLT,SEA,602,3,6,6,55.18,33.43,2.68,37.55,1
LAS,SEA,613,1,1,6,1.16,21.99,7.29,30.08,0
JFK,SFO,244,8,5,3,66.0,11.76,5.93,0.29,1
CLT,SFO,3673,12,5,14,7.56,14.91,1.27,9.57,1
ORD,MSP,2453,11,6,11,10.54,13.32,6.82,36.39,0
CLT,BOS,261,6,5,15,55.09,32.93,6.71,-3.82,1
LAX,IAH,2667,9,1,5,64.87,54.37,2.3,2.7,1
JFK,DTW,1067,3,2,8,40.23,54.76,4.14,3.11,1
LAX,IAH,1691,9,1,2,21.68,3.29,6.27,18.55,1
LAS,BOS,3067,9,4,7,26.35,4.79,2.25,10.54,1
DEN,SFO,218,12,7,6,25.72,14.71,8.67,-6.01,1
LAX,MSP,564,12,3,3,24.5,15.3,1.25,21.46,1
ORD,MSP,3571,1,3,12,18.22,5.69,1.93,-5.05,1
CLT,SFO,3278,3,4,18,45.67,23.31,2.04,20.32,1
DEN,IAH,2675,6,4,6,67.53,35.26,5.75,15.35,1
CLT,MIA,1340,8,7,9,23.03,34.69,6.58,14.68,1
LAX,MIA,779,4,7,11,14.0,32.61,4.63,-6.63,1
CLT,SFO,3778,5,3,2,62.89,20.32,3.6,21.96,1
LAS,MIA,745,9,7,23,55.63,42.39,8.28,11.57,1
DEN,PHX,1929,6,7,11,69.81,49.59,1.61,10.56,1
LAS,BOS,2572,12,7,18,12.41,20.78,3.52,19.82,1
LAX,BOS,254,7,6,14,10.82,5.13,1.35,20.31,1
LAS,SFO,977,7,2,7,40.61,17.78,1.13,-9.25,1
ORD,SEA,3239,4,7,11,46.08,8.24,4.18,-3.74,1
LAX,DTW,241,4,2,19,36.01,28.04,2.75,1.83,1
LAX,IAH,1520,4,2,5,44.92,9.36,3.42,23.9,1
LAX,SFO,430,11,4,9,13.53,27.77,8.39,18.84,1
JFK,MIA,652,5,7,1,35.97,13.26,2.47,27.88,1
CLT,IAH,2641,5,3,23,49.36,44.32,8.02,27.03,1
JFK,SEA,1745,8,6,12,32.45,1.65,7.08,32.66,1
JFK,MIA,1581,9,3,6,50.96,33.28,3.94,8.84,1
ORD,MSP,1667,2,7,7,33.84,10.17,5.92,7.25,1
DEN,DTW,1351,11,3,22,25.02,0.06,5.0,31.55,1
CLT,PHX,2938,7,7,15,22.77,52.15,2.16,1.88,1
LAS,MIA,3676,1,6,10,30.82,40.29,9.16,13.06,1
DFW,PHX,2639,1,1,3,1.73,5.94,6.13,-0.28,0
LAX,IAH,1416,4,6,16,50.14,39.84,8.92,35.69,1
LAS,PHX,2851,10,1,15,63.38,36.7,8.41,10.39,1
LAX,IAH,1080,7,5,18,26.6,28.4,1.72,0.62,1
ORD,IAH,3349,2,1,22,3.45,25.16,2.87,24.6,1
LAX,IAH,284,11,2,10,74.01,53.22,2.31,2.23,1
JFK,IAH,1253,2,2,6,19.78,14.71,8.48,37.18,0
CLT,IAH,3996,1,6,12,9.5,23.9,8.76,8.38,1
DFW,MIA,248,10,2,18,27.73,19.75,5.75,23.23,1
ATL,IAH,1368,2,2,16,55.39,46.27,1.94,7.26,1
LAX,MIA,268,7,5,21,22.04,54.99,2.22,30.36,1
LAS,IAH,3329,9,2,12,43.1,50.99,8.32,34.85,1
JFK,PHX,2944,6,4,11,31.17,47.86,9.36,29.4,1
ATL,MSP,3845,10,4,6,8.83,59.21,2.8,32.42,1
DFW,IAH,2726,2,4,0,24.77,41.83,1.1,-4.91,1
ATL,SEA,3067,12,1,0,54.37,45.06,3.98,36.2,1
JFK,IAH,3716,10,6,19,45.9,58.97,1.27,21.22,1
CLT,IAH,3567,10,6,22,8.98,0.42,8.45,33.46,1
CLT,PHX,1901,9,3,13,12.25,38.04,5.42,24.22,1
DEN,DTW,3442,7,5,14,48.06,44.34,6.78,0.09,1
CLT,BOS,1798,11,4,10,61.01,55.07,4.7,20.48,1
DEN,PHX,2394,1,4,23,26.21,53.03,4.11,-5.45,1
ATL,SEA,3755,12,2,8,44.65,50.52,3.0,24.79,1
ORD,BOS,3577,9,4,16,12.8,56.75,7.93,10.45,1
LAS,SFO,3944,2,2,3,23.35,32.24,7.26,-2.41,1
LAS,SFO,3924,4,2,19,1.52,0.42,4.25,38.96,0
ATL,DTW,2069,9,3,18,57.62,0.66,3.89,35.05,1
LAX,SEA,1215,4,1,6,30.08,32.68,1.01,34.68,1
LAX,PHX,2856,3,2,0,61.21,26.12,1.57,29.44,1
CLT,MIA,645,1,2,8,53.13,27.07,6.61,24.6,1
LAS,SEA,2468,7,6,12,62.16,24.02,5.63,22.75,1
LAS,MSP,3826,6,3,23,21.42,55.06,4.91,-4.7,1
DEN,BOS,1601,10,2,1,13.88,21.55,8.45,35.03,1
ORD,BOS,3891,4,5,1,72.89,51.37,5.54,34.06,1
JFK,IAH,3537,6,1,23,53.8,54.17,4.46,27.39,1
LAX,SFO,2342,6,5,14,62.55,29.97,2.45,36.37,1
LAS,DTW,461,4,4,16,0.99,26.82,8.39,17.65,1
DEN,BOS,2048,6,1,12,26.58,45.66,6.19,12.38,1
DFW,SEA,1096,10,4,6,55.71,42.48,1.83,38.4,1
DEN,BOS,1294,11,6,8,5.85,19.71,6.84,13.21,1
LAX,DTW,2466,8,7,11,42.55,6.15,4.83,22.07,1
LAX,DTW,1756,3,7,2,32.18,15.89,8.3,8.65,1
DEN,DTW,291,4,7,22,1.32,7.86,9.27,21.82,1
JFK,SEA,326,10,2,21,17.7,17.68,6.4,26.0,1
ATL,MIA,279,12,3,14,21.36,15.71,7.58,21.23,1
LAX,IAH,2047,1,5,6,8.39,38.26,1.51,15.73,1
DEN,SFO,3509,4,4,22,47.37,57.27,6.04,5.01,1
LAS,BOS,1182,11,2,0,18.18,41.14,7.8,22.19,1
DEN,SEA,3643,10,7,13,20.82,55.6,5.47,35.42,1
ORD,PHX,1115,10,5,18,67.37,47.05,6.34,-9.65,1
ATL,SFO,2733,12,5,15,35.03,43.67,9.09,-3.3,1
DFW,MIA,893,9,6,9,29.41,24.84,2.78,-4.01,1
JFK,SEA,224,8,6,0,54.29,19.49,1.88,36.16,1
CLT,MSP,355,11,7,4,68.22,50.78,7.22,23.14,1
DFW,MSP,3788,4,4,2,1.88,54.32,8.41,37.59,1
ATL,IAH,2879,12,7,16,33.62,27.11,8.65,19.14,1
ATL,IAH,2012,7,7,17,45.81,0.54,6.77,13.09,1
ATL,MIA,1753,10,2,20,23.89,47.55,8.5,29.62,1
DFW,MIA,2166,3,3,18,57.93,17.1,7.31,-1.95,1
LAS,IAH,1933,9,7,21,72.86,0.59,1.79,9.07,1
ATL,BOS,1280,10,4,21,70.76,48.3,7.86,13.31,1
DEN,BOS,1828,4,5,17,19.95,31.04,2.61,4.92,1
DFW,SEA,218,2,5,15,16.98,41.11,3.13,8.56,1
CLT,PHX,1607,10,1,1,71.81,54.88,4.55,-6.09,1
ATL,SEA,1416,5,7,14,34.4,32.47,3.83,-0.1,1
DEN,PHX,2484,2,2,12,15.62,30.19,3.89,6.77,1
LAS,MIA,1610,10,1,12,53.02,17.44,2.52,29.79,1
ORD,SFO,3697,6,6,15,21.33,18.31,3.64,-0.88,1
LAS,SEA,476,11,3,7,20.04,47.79,1.18,7.33,1
CLT,SEA,3498,10,4,10,65.94,26.94,5.26,-6.75,1
ATL,PHX,944,1,7,7,12.19,9.81,7.92,17.86,0
CLT,DTW,751,6,5,21,4.83,5.67,8.76,20.56,0
DFW,MIA,3594,4,2,9,20.19,28.38,8.38,33.28,1
LAX,MIA,1376,3,5,22,45.52,27.9,4.75,30.96,1
ATL,MSP,838,2,7,0,9.23,39.21,7.57,4.27,1
LAX,DTW,436,7,6,11,35.37,28.26,3.59,-3.15,1
DEN,PHX,1197,9,1,8,47.05,8.61,1.5,-2.2,1
ORD,MIA,2302,12,7,4,63.66,30.47,7.08,38.45,1
JFK,DTW,2203,3,1,8,17.24,54.41,6.84,23.66,1
CLT,IAH,1659,6,4,15,61.3,9.57,8.21,-7.87,1
LAS,DTW,2931,9,2,17,17.62,41.39,6.54,-3.16,1
ORD,BOS,2356,2,6,7,50.76,35.63,2.41,14.29,1
ATL,MSP,1407,7,2,22,32.3,44.92,8.68,0.39,1
LAX,IAH,1591,5,4,10,8.6,9.04,6.65,30.18,1
LAS,SFO,2206,5,6,19,53.57,56.5,8.27,18.66,1
LAX,SEA,1421,11,6,18,16.33,37.26,7.97,20.63,1
DFW,MSP,1594,7,1,3,13.25,50.82,3.68,13.14,1
LAX,SFO,572,9,1,19,26.87,14.8,1.67,2.8,1
DFW,SEA,3220,4,1,9,49.0,44.36,2.59,19.47,1
DEN,BOS,1720,9,5,23,17.55,46.86,1.84,25.85,1
LAS,DTW,3870,11,3,12,13.77,23.85,3.19,8.55,1
LAS,MIA,2448,10,7,19,0.75,23.04,5.14,15.25,1
JFK,IAH,1048,9,1,13,35.37,39.47,9.16,31.98,1
ATL,PHX,2756,4,3,20,32.15,5.6,8.85,-2.57,1
DFW,IAH,1545,3,3,1,17.54,44.14,7.47,17.26,1
JFK,BOS,2522,2,2,3,4.02,2.57,1.22,7.42,1
LAX,SFO,2458,9,4,6,32.19,11.44,4.07,25.14,1
LAX,PHX,703,12,5,18,59.12,39.85,7.14,-9.06,1
JFK,MIA,3389,2,3,16,53.65,5.9,2.16,23.52,1
LAS,BOS,902,6,7,15,64.56,58.31,8.21,-4.86,1
LAX,PHX,3825,5,5,12,0.72,52.1,9.23,-6.76,1
CLT,BOS,2289,5,2,23,72.48,37.58,4.19,26.23,1
DEN,DTW,514,4,1,23,25.61,49.14,7.35,22.02,1
DEN,BOS,3035,6,6,21,74.28,53.25,2.33,34.75,1
CLT,MIA,2576,5,3,22,18.95,15.57,7.22,15.98,1
JFK,MSP,1240,11,4,17,35.37,50.96,1.19,16.5,1
CLT,SEA,482,4,6,20,26.54,11.69,2.36,25.35,1
DFW,PHX,3190,9,2,11,26.68,24.8,7.39,6.17,1
DFW,DTW,457,6,5,22,63.17,33.5,7.41,-8.15,1
JFK,MIA,774,11,7,0,55.98,42.83,6.77,1.5,1
CLT,BOS,773,10,1,14,74.41,1.81,5.3,1.9,1
DFW,DTW,2859,10,5,2,46.01,17.43,7.07,6.78,1
LAS,MIA,1242,10,4,5,34.74,36.51,7.96,37.17,1
CLT,MSP,1752,3,3,13,6.76,21.44,9.7,30.24,1
LAS,DTW,3084,10,4,22,74.74,46.5,9.0,36.8,1
DFW,DTW,622,6,5,5,41.36,39.1,8.15,39.93,1
DEN,SEA,1689,1,5,0,52.54,14.06,7.25,11.69,1
DFW,IAH,1596,5,6,19,30.51,8.76,6.17,1.35,1
LAS,PHX,957,10,4,5,41.08,37.74,2.09,18.0,1
ORD,SEA,3010,6,4,7,70.69,27.03,2.49,34.06,1
ATL,SFO,1304,11,4,14,12.48,10.14,8.38,13.29,1
LAX,PHX,1774,8,1,13,21.93,19.58,8.23,15.27,1
CLT,SEA,3819,11,7,15,11.4,18.18,6.53,-3.28,1
ORD,BOS,2671,9,5,19,59.42,6.49,4.95,11.02,1
DFW,PHX,628,11,2,22,4.65,32.81,1.23,9.35,1
DEN,PHX,3659,3,1,15,6.12,45.82,3.94,7.58,1
JFK,MIA,2221,2,1,18,22.39,34.53,4.79,34.36,1
DFW,BOS,3980,4,1,23,38.56,49.58,5.37,-7.03,1
DEN,SFO,3941,8,6,0,30.47,7.65,9.36,38.61,1
ATL,IAH,403,11,7,3,3.36,26.14,1.98,-9.59,0
DFW,DTW,2443,8,7,23,71.81,36.56,5.67,37.28,1
LAS,MSP,2975,3,2,9,71.47,40.56,4.31,17.4,1
JFK,SEA,2532,4,4,19,20.95,41.75,9.91,25.12,1
DEN,MIA,2192,3,6,17,54.86,43.74,8.76,-0.64,1
DEN,SEA,2443,10,5,1,43.39,39.09,4.95,22.71,1
DEN,SFO,506,2,3,3,17.81,5.65,10.0,34.1,1
ATL,DTW,1887,4,6,14,19.66,41.72,5.63,-3.03,1
DFW,SFO,213,6,3,3,36.84,43.49,2.5,-3.65,1
ATL,PHX,2060,11,5,15,31.44,59.61,6.0,5.2,1
CLT,MSP,3417,11,2,14,21.84,41.6,3.04,-1.91,1
LAX,SFO,2161,5,7,17,60.56,41.21,6.73,-4.47,1
LAX,SEA,1280,3,3,6,36.11,30.89,9.44,23.92,1
CLT,BOS,922,2,1,14,49.11,52.08,8.08,0.69,1
DFW,BOS,979,9,6,21,14.2,59.81,3.46,23.35,1
LAS,PHX,1433,1,3,10,40.01,46.74,3.67,33.1,1
ATL,IAH,728,9,5,18,23.85,36.75,1.62,22.6,1
JFK,SEA,997,1,7,7,39.48,4.74,3.57,-4.03,1
DEN,SEA,543,7,1,23,58.56,43.6,1.83,18.68,1
DEN,SFO,3986,6,3,0,57.67,42.51,5.5,9.68,1
DFW,MSP,3882,7,7,2,26.57,46.53,7.38,7.17,1
LAS,SEA,1502,3,5,4,52.07,7.47,7.76,5.93,1
LAX,MIA,408,3,2,17,70.6,39.22,1.54,36.47,1
LAX,IAH,840,11,5,11,46.93,17.74,4.06,27.13,1
DEN,SFO,3606,1,2,11,11.13,45.62,3.59,-3.31,1
DFW,MIA,1511,4,7,20,50.98,14.42,1.94,13.8,1
ATL,PHX,2499,12,7,18,7.87,41.04,4.26,5.91,1
LAX,BOS,3536,2,1,8,65.41,17.7,3.69,38.9,1
ATL,PHX,2518,10,5,10,38.75,0.54,6.71,38.9,1
LAS,BOS,2147,8,4,16,28.89,38.0,8.95,5.98,1
LAX,PHX,1119,3,6,15,4.28,6.8,5.09,7.61,0
LAX,SEA,1923,7,4,3,28.56,39.56,7.72,19.97,1
ORD,MIA,2244,7,4,9,67.74,55.54,2.31,13.97,1
LAX,BOS,618,12,4,21,1.57,58.15,9.05,0.66,1
CLT,SFO,1949,9,6,14,35.6,14.16,2.37,23.02,1
JFK,MIA,3042,6,4,18,69.84,48.56,2.73,6.71,1
CLT,SFO,3482,1,2,2,29.61,21.21,1.96,22.69,1
DFW,MIA,1588,8,5,20,32.11,54.03,3.79,9.18,1
DFW,MIA,1299,1,7,22,43.39,47.25,5.97,25.01,1
ATL,PHX,3931,3,1,4,34.72,4.44,9.89,23.39,1
CLT,BOS,3592,11,4,10,12.65,24.43,8.14,15.44,1
CLT,BOS,2972,5,7,23,1.39,20.24,4.42,25.24,1
CLT,MSP,2680,8,4,4,45.74,47.11,6.18,13.05,1
LAS,MIA,2356,9,1,6,69.06,24.62,6.61,-4.19,1
LAX,SEA,2888,7,1,5,7.98,41.08,8.4,-0.89,1
JFK,SEA,1745,9,4,12,15.82,36.15,7.63,2.3,1
ATL,SFO,1270,11,2,1,27.77,58.54,6.12,-6.84,1
CLT,SFO,2626,3,7,18,60.66,56.27,7.02,25.57,1
CLT,PHX,2050,5,1,10,20.19,25.66,7.71,8.37,1
ORD,MIA,1319,10,5,19,66.15,43.41,2.2,-5.32,1
ATL,SFO,1157,8,7,4,4.12,49.77,2.8,31.0,1
CLT,SFO,302,12,5,8,70.57,53.93,7.2,24.18,1
ATL,IAH,3139,1,7,5,42.06,4.09,8.65,12.61,1
LAX,MIA,3101,8,2,16,49.41,18.12,4.68,2.37,1
ORD,DTW,1369,7,6,18,27.58,19.21,9.82,-2.41,1
ATL,PHX,2103,1,3,22,58.65,26.07,2.94,12.92,1
JFK,SFO,3298,10,2,7,12.49,10.16,4.75,34.26,1
JFK,PHX,1955,12,4,6,3.67,29.77,4.41,-0.58,1
DFW,BOS,2777,10,3,4,29.66,39.79,9.37,18.43,1
ORD,PHX,878,12,4,14,64.03,29.84,3.57,38.08,1
ORD,DTW,2168,6,5,9,56.62,39.95,5.24,21.86,1
DFW,SEA,1188,1,1,23,38.79,3.99,2.69,12.0,1
ATL,DTW,1305,2,7,15,42.91,52.56,5.69,25.82,1
ORD,SEA,2675,5,4,8,9.74,56.34,8.72,31.23,1
JFK,PHX,1807,2,5,6,63.05,37.07,3.74,19.53,1
JFK,SEA,3069,10,2,10,59.02,52.88,8.3,33.59,1
CLT,BOS,1702,1,4,8,49.24,7.89,9.2,15.73,1
LAX,MIA,1989,6,5,16,34.96,47.85,1.66,31.5,1
ORD,SEA,1385,8,1,8,72.33,7.15,7.81,37.6,1
ATL,SEA,1131,8,7,2,65.93,24.48,3.3,15.06,1
DFW,PHX,1625,8,4,21,48.33,19.43,2.58,20.25,1
DFW,BOS,3779,11,6,7,27.89,35.14,6.41,20.47,1
ATL,MSP,1261,6,5,18,46.35,18.09,7.35,29.07,1
LAS,MSP,2178,11,4,19,43.16,38.24,4.55,31.15,1
DEN,MSP,2758,3,1,15,29.57,22.04,1.35,-8.64,1
LAX,MSP,2640,1,7,6,23.0,51.65,9.18,26.67,1
DFW,MIA,2242,2,4,6,30.53,38.03,7.58,29.19,1
ORD,DTW,2960,5,4,19,43.04,12.92,3.45,25.02,1
LAX,PHX,2741,10,7,12,32.11,20.17,5.47,25.68,1
ORD,PHX,3471,5,6,2,19.77,50.85,1.25,-7.93,1
LAS,IAH,1478,10,5,11,57.07,23.19,4.05,12.1,1
JFK,BOS,1402,1,3,23,39.86,32.15,5.7,30.91,1
LAX,MSP,2794,1,7,7,5.08,38.94,5.66,36.7,1
CLT,MIA,793,9,4,12,27.62,20.87,2.87,1.47,1
DFW,BOS,2636,2,3,19,66.37,17.64,7.99,18.96,1
LAX,MSP,1621,7,2,15,56.64,28.52,3.69,30.22,1
LAX,MIA,2405,10,4,6,24.24,12.89,6.22,27.62,1
LAX,BOS,1227,4,3,3,70.36,17.05,3.44,20.94,1
DEN,PHX,2414,7,2,11,5.75,3.72,4.83,-9.07,1
LAX,PHX,3739,8,6,16,72.09,18.24,2.87,26.19,1
ORD,DTW,1159,5,5,0,18.43,19.24,6.7,28.66,1
JFK,SFO,2656,12,4,16,0.68,57.71,4.83,26.14,1
LAS,DTW,3683,12,5,1,32.54,35.38,1.15,28.29,1
ATL,SEA,3475,1,2,5,26.92,47.24,1.25,11.55,1
LAX,DTW,2441,4,5,11,40.43,2.72,5.24,39.69,1
DFW,MSP,2482,10,5,10,59.76,6.39,2.65,28.54,1
LAX,IAH,2965,3,7,20,63.18,48.87,6.27,18.93,1
DFW,BOS,1373,10,1,10,30.09,37.41,4.67,36.71,1
ORD,IAH,3430,12,2,17,32.24,11.46,6.89,35.41,1
DFW,SFO,3550,5,5,7,11.11,24.29,9.57,30.73,0
CLT,SEA,1015,10,3,6,3.57,32.32,5.76,18.18,1
ATL,BOS,603,10,2,13,48.09,50.62,8.09,16.36,1
JFK,MIA,1092,6,1,15,4.83,3.62,7.78,6.44,0
DFW,MSP,2925,2,4,11,55.04,35.8,9.3,2.54,1
DFW,SEA,3582,7,6,8,40.43,43.02,2.93,15.62,1
JFK,PHX,267,3,5,19,14.89,58.67,8.45,18.89,1
ATL,SFO,3734,1,3,22,40.46,48.43,9.15,2.23,1
LAX,SEA,287,10,1,20,13.72,16.57,4.53,36.13,1
DFW,MSP,2464,3,2,15,32.91,42.57,3.82,17.86,1
JFK,DTW,2248,9,6,20,59.97,45.8,9.57,16.33,1
CLT,SEA,1358,10,6,18,34.64,43.78,6.65,11.78,1
CLT,DTW,1920,11,5,15,11.15,49.21,4.43,-7.1,1
ORD,MSP,1574,11,1,8,54.29,54.22,8.13,34.12,1
JFK,PHX,2387,6,1,12,14.01,5.91,3.74,5.85,1
ORD,BOS,2865,11,3,4,55.39,6.29,2.59,22.12,1
CLT,MIA,2380,6,4,21,35.95,47.78,5.9,20.37,1
ATL,PHX,1843,4,4,18,34.03,15.14,6.1,19.22,1
LAX,DTW,377,8,7,9,63.86,3.51,8.43,16.29,1
JFK,DTW,3057,5,4,6,53.15,24.07,5.11,-0.93,1
LAS,MIA,1581,7,7,8,2.47,49.19,8.33,4.03,1
CLT,BOS,2627,9,6,13,22.21,7.59,3.8,16.21,1
CLT,SEA,1107,5,6,14,65.32,40.31,6.18,29.47,1
LAS,MIA,2905,11,2,12,1.37,0.22,2.88,11.6,1
DEN,SFO,2697,5,6,9,40.89,6.58,4.47,0.2,1
CLT,SFO,785,4,6,13,54.59,21.05,8.72,-5.6,1
DFW,MSP,2710,6,1,20,46.64,5.02,2.94,23.15,1
ATL,PHX,1189,2,2,22,57.04,50.75,8.29,11.17,1
