State,City,Vehicle_Type,Weather,Road_Type,Time,Year,Total_Accidents,Fatal_Accidents,Accident_Severity
Bihar,Patna,Bus,Dusty,Rural,Afternoon,2019,16597,899,2
Tamil Nadu,Patna,Bus,Foggy,Rural,Night,2018,45651,232,1
Uttar Pradesh,New Delhi,Bike,Rainy,Highway,Evening,2019,35294,3533,2
Delhi,Ahmedabad,Car,Rainy,Urban,Evening,2020,29515,6592,3
Delhi,Kochi,Car,Dusty,Urban,Evening,2018,23232,8838,3
Uttar Pradesh,Chennai,Bus,Dusty,Highway,Evening,2018,49706,9054,3
Gujarat,Kochi,Van,Dusty,Highway,Morning,2018,22750,5778,3
Tamil Nadu,Kochi,Truck,Dusty,Highway,Evening,2021,31445,6024,3
Rajasthan,Kochi,Bus,Dusty,Rural,Night,2019,7974,1167,2
West Bengal,Chennai,Bike,Rainy,Rural,Night,2022,43100,1401,1
Gujarat,Chennai,Bus,Clear,Urban,Evening,2021,35082,6074,3
West Bengal,Bangalore,Van,Clear,Highway,Morning,2020,11041,9626,3
West Bengal,Lucknow,Van,Clear,Urban,Evening,2021,13007,7504,3
Gujarat,New Delhi,Bus,Rainy,Urban,Night,2020,7647,8557,3
Maharashtra,Kolkata,Car,Foggy,Rural,Night,2022,13215,1339,2
Karnataka,Bangalore,Bus,Rainy,Rural,Night,2022,4736,216,1
West Bengal,Bangalore,Auto,Clear,Urban,Afternoon,2019,47523,7523,3
Gujarat,Mumbai,Auto,Clear,Rural,Night,2021,23996,8023,3
Gujarat,Kolkata,Truck,Dusty,Rural,Evening,2022,48129,8115,3
Kerala,Patna,Bike,Dusty,Rural,Night,2020,37521,2074,2
Maharashtra,Mumbai,Bike,Dusty,Urban,Morning,2022,49756,2581,2
Bihar,Patna,Car,Rainy,Urban,Afternoon,2019,15725,7207,3
Kerala,Lucknow,Bike,Foggy,Urban,Morning,2020,8361,4429,3
Kerala,Jaipur,Truck,Foggy,Highway,Night,2018,34476,708,1
Uttar Pradesh,Patna,Auto,Dusty,Urban,Afternoon,2019,14028,629,1
Karnataka,Kochi,Car,Foggy,Rural,Afternoon,2019,46610,7378,3
Gujarat,Patna,Van,Clear,Urban,Afternoon,2018,13066,1976,3
Karnataka,Kolkata,Auto,Clear,Highway,Night,2022,3495,1758,3
Tamil Nadu,Chennai,Truck,Dusty,Rural,Morning,2019,8142,508,2
Uttar Pradesh,Kolkata,Car,Dusty,Urban,Night,2018,37588,9602,3
Bihar,Lucknow,Bus,Dusty,Urban,Afternoon,2018,2406,317,2
Karnataka,Bangalore,Bike,Foggy,Rural,Night,2019,44708,2631,2
Delhi,Kochi,Truck,Rainy,Urban,Afternoon,2021,4679,4308,3
West Bengal,Jaipur,Car,Dusty,Highway,Afternoon,2019,26667,7719,3
Tamil Nadu,Lucknow,Auto,Foggy,Rural,Afternoon,2021,35407,4356,2
Maharashtra,Bangalore,Car,Dusty,Urban,Night,2022,49659,5289,2
Bihar,Ahmedabad,Bus,Rainy,Rural,Night,2018,45193,9322,3
Tamil Nadu,Kolkata,Truck,Dusty,Urban,Afternoon,2020,4145,9316,3
West Bengal,Lucknow,Car,Clear,Urban,Evening,2019,24214,8137,3
Uttar Pradesh,Kolkata,Van,Dusty,Rural,Morning,2020,10346,6342,3
West Bengal,Jaipur,Truck,Clear,Urban,Afternoon,2022,9170,414,1
Kerala,Bangalore,Truck,Clear,Urban,Afternoon,2019,45663,5253,2
West Bengal,Kolkata,Auto,Foggy,Rural,Afternoon,2020,12619,325,1
Kerala,Chennai,Bike,Foggy,Urban,Afternoon,2022,12389,8770,3
Uttar Pradesh,Patna,Van,Clear,Urban,Afternoon,2021,35282,8514,3
Rajasthan,Mumbai,Bus,Clear,Rural,Evening,2022,24009,6126,3
Kerala,Jaipur,Car,Dusty,Highway,Night,2019,18511,4715,3
Maharashtra,Mumbai,Bike,Dusty,Highway,Evening,2019,21608,6486,3
West Bengal,New Delhi,Auto,Clear,Highway,Afternoon,2019,26486,8379,3
West Bengal,Patna,Bike,Foggy,Highway,Afternoon,2022,49030,5178,2
Maharashtra,Jaipur,Truck,Dusty,Highway,Afternoon,2019,40793,579,1
Delhi,Lucknow,Truck,Dusty,Highway,Night,2022,24472,408,1
Gujarat,Chennai,Bus,Dusty,Rural,Morning,2018,42632,6898,3
Rajasthan,Lucknow,Van,Foggy,Rural,Morning,2018,38744,639,1
Bihar,Ahmedabad,Car,Clear,Rural,Evening,2018,7718,7409,3
Kerala,New Delhi,Car,Dusty,Urban,Evening,2020,43561,189,1
Maharashtra,Chennai,Auto,Foggy,Highway,Morning,2018,41396,2460,2
Uttar Pradesh,Kolkata,Bus,Foggy,Highway,Afternoon,2018,39057,8471,3
Kerala,Kolkata,Car,Foggy,Rural,Night,2022,26957,648,1
Gujarat,Kochi,Van,Foggy,Urban,Evening,2022,48352,101,1
Uttar Pradesh,Kolkata,Truck,Dusty,Urban,Night,2019,20068,1157,2
Tamil Nadu,Bangalore,Bus,Clear,Rural,Afternoon,2019,9118,7852,3
West Bengal,New Delhi,Bike,Clear,Highway,Afternoon,2019,19429,5726,3
Tamil Nadu,Bangalore,Bus,Foggy,Urban,Evening,2022,34583,5145,2
Kerala,Patna,Bus,Clear,Highway,Morning,2022,39757,4311,2
Gujarat,Kochi,Van,Dusty,Urban,Morning,2018,41970,2261,2
Rajasthan,Kochi,Van,Clear,Highway,Morning,2021,41900,8230,3
Kerala,Kolkata,Car,Clear,Urban,Afternoon,2022,39133,9857,3
Maharashtra,Chennai,Auto,Rainy,Highway,Afternoon,2021,26731,694,1
Karnataka,Patna,Auto,Clear,Highway,Night,2022,28750,6722,3
Kerala,Ahmedabad,Van,Clear,Highway,Night,2022,39390,6107,3
West Bengal,New Delhi,Car,Foggy,Rural,Night,2020,36037,5371,2
West Bengal,New Delhi,Car,Foggy,Highway,Afternoon,2021,6871,7427,3
Kerala,Jaipur,Car,Rainy,Highway,Morning,2020,44117,7616,3
Uttar Pradesh,Lucknow,Van,Dusty,Urban,Afternoon,2018,48431,6925,2
Karnataka,Kolkata,Auto,Rainy,Urban,Night,2020,22093,4382,3
Maharashtra,Jaipur,Car,Clear,Rural,Night,2020,13577,6582,3
Kerala,Ahmedabad,Van,Clear,Urban,Night,2018,12299,7436,3
Uttar Pradesh,Kochi,Bike,Dusty,Highway,Night,2021,41855,5020,2
West Bengal,Mumbai,Bike,Dusty,Rural,Evening,2019,28222,152,1
West Bengal,Ahmedabad,Truck,Foggy,Rural,Night,2022,17711,356,1
Gujarat,Ahmedabad,Bike,Clear,Rural,Afternoon,2021,41096,5791,2
Kerala,Chennai,Bus,Clear,Highway,Evening,2018,40599,7855,3
Karnataka,Chennai,Truck,Clear,Highway,Morning,2020,12282,2193,3
Delhi,Chennai,Bike,Clear,Urban,Afternoon,2019,19888,8306,3
Karnataka,Chennai,Bus,Clear,Urban,Afternoon,2020,21544,2996,2
West Bengal,Lucknow,Bike,Clear,Urban,Morning,2022,47759,2775,2
West Bengal,Kolkata,Van,Clear,Rural,Afternoon,2018,17675,4207,3
Tamil Nadu,New Delhi,Bus,Clear,Highway,Evening,2019,45352,2148,1
West Bengal,Kolkata,Car,Foggy,Urban,Morning,2021,29952,2224,2
Maharashtra,Kolkata,Van,Rainy,Highway,Evening,2021,22610,3885,3
Bihar,New Delhi,Bus,Clear,Rural,Night,2018,47931,9287,3
Kerala,Chennai,Van,Foggy,Highway,Morning,2018,38747,3049,2
Karnataka,Kolkata,Car,Clear,Highway,Evening,2020,12100,7084,3
Bihar,Lucknow,Bus,Dusty,Rural,Night,2019,24604,1765,2
Uttar Pradesh,Chennai,Bus,Clear,Urban,Evening,2022,47872,6318,2
Delhi,Lucknow,Van,Rainy,Highway,Evening,2018,29097,2998,2
Maharashtra,Jaipur,Bike,Foggy,Highway,Afternoon,2019,20494,7541,3
Karnataka,Kolkata,Bus,Dusty,Rural,Night,2018,12736,9623,3
Bihar,Bangalore,Bike,Dusty,Highway,Afternoon,2018,13339,5936,3
Delhi,Lucknow,Bus,Clear,Highway,Night,2021,34707,2903,2
Tamil Nadu,Jaipur,Auto,Rainy,Highway,Night,2019,9901,1345,2
Maharashtra,Patna,Truck,Rainy,Rural,Afternoon,2021,31807,2425,2
Maharashtra,Patna,Bike,Clear,Highway,Afternoon,2021,24990,7625,3
Tamil Nadu,Jaipur,Bike,Clear,Rural,Afternoon,2019,45095,8976,3
Kerala,Kochi,Car,Foggy,Urban,Night,2021,3776,2465,3
Tamil Nadu,Kochi,Auto,Foggy,Highway,Night,2020,13123,3238,3
Maharashtra,Chennai,Car,Clear,Rural,Night,2022,20757,8434,3
Maharashtra,Kochi,Auto,Clear,Rural,Night,2022,41849,8445,3
Bihar,Patna,Auto,Dusty,Highway,Night,2020,39715,7361,3
West Bengal,Kochi,Van,Rainy,Rural,Night,2018,48517,3368,2
Delhi,Bangalore,Van,Foggy,Urban,Evening,2021,15684,4573,3
Tamil Nadu,Patna,Van,Clear,Urban,Afternoon,2022,8674,5826,3
Delhi,Lucknow,Bus,Clear,Urban,Night,2019,27073,7650,3
Tamil Nadu,Ahmedabad,Car,Foggy,Urban,Evening,2018,10489,8285,3
Uttar Pradesh,Kochi,Truck,Dusty,Rural,Morning,2022,5567,8825,3
Maharashtra,Kochi,Auto,Dusty,Rural,Evening,2021,4821,6880,3
West Bengal,Kolkata,Auto,Clear,Urban,Afternoon,2022,35828,7069,3
Bihar,New Delhi,Bike,Rainy,Urban,Morning,2021,528,886,3
West Bengal,Bangalore,Bus,Rainy,Urban,Night,2018,13391,6405,3
West Bengal,Patna,Truck,Clear,Urban,Afternoon,2020,9672,565,2
West Bengal,Patna,Van,Foggy,Urban,Morning,2021,15450,7665,3
Delhi,Mumbai,Auto,Rainy,Rural,Evening,2021,28130,240,1
Tamil Nadu,New Delhi,Bike,Foggy,Urban,Morning,2018,36851,7902,3
Rajasthan,Kochi,Car,Foggy,Urban,Afternoon,2018,5608,1827,3
Uttar Pradesh,Jaipur,Auto,Foggy,Highway,Morning,2019,43118,2091,1
Karnataka,Kolkata,Bike,Dusty,Rural,Evening,2018,49241,9101,3
West Bengal,Lucknow,Car,Rainy,Urban,Morning,2022,8021,9562,3
Kerala,Kolkata,Bus,Dusty,Rural,Evening,2021,21704,2981,2
Delhi,Kochi,Van,Rainy,Highway,Morning,2020,7115,802,2
Bihar,Mumbai,Car,Clear,Highway,Evening,2018,23342,8461,3
Karnataka,Ahmedabad,Auto,Foggy,Urban,Evening,2021,30080,2181,2
Rajasthan,Patna,Truck,Rainy,Urban,Evening,2020,29037,9725,3
Kerala,Lucknow,Car,Rainy,Urban,Night,2019,11018,9722,3
Rajasthan,New Delhi,Truck,Clear,Urban,Evening,2022,38675,5255,2
Karnataka,Kochi,Truck,Dusty,Highway,Afternoon,2019,9531,364,1
West Bengal,Bangalore,Car,Rainy,Rural,Evening,2018,2914,9144,3
Kerala,Jaipur,Bus,Rainy,Urban,Night,2022,4926,7565,3
Rajasthan,Kolkata,Car,Dusty,Rural,Night,2019,25472,1863,2
Bihar,Mumbai,Bike,Dusty,Urban,Afternoon,2021,22824,7846,3
Tamil Nadu,Ahmedabad,Van,Rainy,Urban,Evening,2018,32007,8298,3
Maharashtra,Chennai,Truck,Dusty,Highway,Night,2019,47404,9731,3
Tamil Nadu,Jaipur,Van,Clear,Urban,Night,2022,6197,8304,3
Karnataka,Kochi,Auto,Clear,Urban,Morning,2022,36850,5979,3
Delhi,Ahmedabad,Truck,Foggy,Urban,Morning,2020,12670,2867,3
Maharashtra,Jaipur,Auto,Rainy,Highway,Afternoon,2022,27681,1047,1
Uttar Pradesh,Jaipur,Bike,Clear,Rural,Morning,2022,7051,3881,3
Bihar,Patna,Bike,Clear,Highway,Evening,2018,28242,3446,2
Uttar Pradesh,Jaipur,Van,Clear,Urban,Morning,2022,26019,1910,2
Kerala,Bangalore,Bike,Foggy,Urban,Night,2020,5585,9419,3
Maharashtra,Ahmedabad,Car,Dusty,Urban,Afternoon,2022,22046,7309,3
Uttar Pradesh,Kochi,Truck,Foggy,Rural,Morning,2020,26861,2812,2
Uttar Pradesh,Kochi,Auto,Foggy,Rural,Afternoon,2021,25922,7558,3
Rajasthan,Bangalore,Van,Foggy,Urban,Evening,2020,10173,6979,3
Tamil Nadu,New Delhi,Van,Foggy,Urban,Evening,2018,22522,4635,3
Rajasthan,Ahmedabad,Bike,Rainy,Rural,Morning,2019,19999,3209,3
Maharashtra,Jaipur,Bike,Rainy,Highway,Morning,2019,32304,4304,2
Maharashtra,Mumbai,Auto,Clear,Highway,Morning,2021,22541,2577,2
Karnataka,Lucknow,Truck,Foggy,Rural,Night,2018,1886,9736,3
Rajasthan,Ahmedabad,Truck,Foggy,Rural,Evening,2021,5740,6589,3
Gujarat,Chennai,Van,Clear,Urban,Night,2021,15332,480,1
Tamil Nadu,Mumbai,Auto,Dusty,Rural,Morning,2022,10897,9819,3
Maharashtra,Bangalore,Van,Rainy,Rural,Evening,2022,9972,2721,3
Karnataka,Jaipur,Bus,Foggy,Urban,Night,2018,34866,3681,2
Rajasthan,New Delhi,Truck,Dusty,Rural,Night,2019,15106,5762,3
Tamil Nadu,Chennai,Auto,Dusty,Urban,Afternoon,2020,49964,3201,2
Rajasthan,New Delhi,Auto,Foggy,Highway,Night,2022,5736,3749,3
Uttar Pradesh,New Delhi,Van,Foggy,Highway,Morning,2018,4359,2305,3
Karnataka,Kolkata,Bike,Dusty,Highway,Morning,2018,22921,3539,3
Tamil Nadu,Patna,Auto,Rainy,Urban,Night,2019,22181,1482,2
West Bengal,Chennai,Van,Rainy,Highway,Afternoon,2018,19048,8914,3
Kerala,Lucknow,Car,Foggy,Highway,Afternoon,2018,18583,2871,3
Kerala,Patna,Bike,Foggy,Urban,Afternoon,2019,35046,5622,3
Tamil Nadu,Chennai,Bike,Clear,Urban,Night,2022,16024,6892,3
Rajasthan,New Delhi,Truck,Clear,Highway,Night,2019,17632,8121,3
Karnataka,Patna,Bus,Rainy,Highway,Afternoon,2021,39566,233,1
Kerala,Chennai,Truck,Clear,Highway,Night,2022,31814,4896,3
Karnataka,Lucknow,Car,Dusty,Rural,Evening,2021,42993,5896,2
Kerala,Mumbai,Van,Dusty,Urban,Morning,2018,37064,9567,3
Uttar Pradesh,Ahmedabad,Bike,Dusty,Urban,Night,2021,25062,6186,3
Rajasthan,Jaipur,Bike,Dusty,Urban,Evening,2019,24788,6391,3
Uttar Pradesh,Chennai,Auto,Foggy,Urban,Night,2019,10973,8799,3
Kerala,Lucknow,Bus,Dusty,Highway,Evening,2020,36690,8065,3
West Bengal,Ahmedabad,Bus,Rainy,Urban,Afternoon,2018,2709,629,3
West Bengal,Patna,Auto,Clear,Rural,Morning,2019,41751,2338,2
Uttar Pradesh,Chennai,Car,Rainy,Rural,Night,2022,45682,6176,2
West Bengal,Chennai,Bus,Foggy,Highway,Evening,2019,32689,505,1
Kerala,Bangalore,Bike,Clear,Highway,Evening,2022,13900,4283,3
Tamil Nadu,Chennai,Car,Clear,Urban,Afternoon,2018,36095,4802,2
Uttar Pradesh,Jaipur,Truck,Clear,Highway,Morning,2020,31468,5652,3
Delhi,Bangalore,Truck,Dusty,Highway,Morning,2020,25256,4469,3
Rajasthan,Ahmedabad,Car,Foggy,Highway,Morning,2021,26246,8352,3
West Bengal,Patna,Bike,Rainy,Rural,Evening,2019,32874,8373,3
West Bengal,Patna,Truck,Dusty,Urban,Night,2018,19627,3879,3
Maharashtra,Kochi,Van,Clear,Highway,Night,2021,6396,4074,3
Gujarat,Kochi,Bike,Rainy,Urban,Afternoon,2018,31500,5540,3
Uttar Pradesh,Ahmedabad,Auto,Rainy,Urban,Morning,2018,30761,7819,3
Bihar,Kolkata,Bus,Rainy,Urban,Night,2021,18019,3210,3
West Bengal,Lucknow,Car,Foggy,Rural,Evening,2018,18594,5094,3
Rajasthan,Kolkata,Bus,Dusty,Urban,Evening,2021,21670,8399,3
Delhi,Lucknow,Auto,Foggy,Urban,Morning,2019,24078,8006,3
West Bengal,Bangalore,Truck,Clear,Highway,Afternoon,2021,4003,3434,3
Delhi,Ahmedabad,Van,Clear,Highway,Afternoon,2019,29026,1121,1
Kerala,Lucknow,Bike,Rainy,Rural,Morning,2020,23902,1980,2
Kerala,Kochi,Bike,Rainy,Urban,Evening,2021,49302,3106,2
Gujarat,Kochi,Auto,Rainy,Rural,Afternoon,2020,41363,6577,3
Tamil Nadu,New Delhi,Car,Foggy,Urban,Evening,2021,8129,1315,3
Bihar,Lucknow,Bus,Dusty,Rural,Evening,2018,23033,420,1
Maharashtra,Ahmedabad,Van,Foggy,Urban,Night,2020,23730,1151,1
Gujarat,Mumbai,Truck,Clear,Highway,Afternoon,2022,33252,3485,2
Karnataka,Bangalore,Car,Rainy,Rural,Evening,2022,3558,6261,3
Maharashtra,Chennai,Van,Rainy,Highway,Night,2022,21509,3281,3
Uttar Pradesh,Chennai,Van,Foggy,Urban,Evening,2020,49810,4828,2
Rajasthan,Lucknow,Auto,Clear,Rural,Morning,2019,48935,7055,2
Karnataka,Kolkata,Auto,Dusty,Highway,Afternoon,2021,26755,7816,3
Karnataka,Bangalore,Bike,Rainy,Highway,Evening,2018,30123,1638,2
Gujarat,Patna,Truck,Rainy,Highway,Afternoon,2018,45010,6513,2
Tamil Nadu,Jaipur,Car,Clear,Urban,Night,2020,8921,6378,3
Gujarat,Chennai,Bike,Rainy,Rural,Afternoon,2022,6125,2548,3
Uttar Pradesh,Kochi,Truck,Dusty,Highway,Evening,2018,26801,1618,2
West Bengal,Bangalore,Bus,Foggy,Urban,Afternoon,2018,44868,5302,2
West Bengal,Kolkata,Bus,Clear,Urban,Morning,2019,21671,1842,2
Tamil Nadu,Ahmedabad,Bike,Rainy,Urban,Morning,2018,14531,9994,3
Uttar Pradesh,Kolkata,Car,Rainy,Rural,Night,2018,2180,4274,3
Tamil Nadu,Bangalore,Truck,Dusty,Urban,Evening,2021,23186,1431,2
Delhi,Patna,Bus,Foggy,Urban,Afternoon,2018,33196,9341,3
West Bengal,Chennai,Bus,Dusty,Rural,Night,2021,23708,2314,2
Karnataka,Kochi,Car,Foggy,Rural,Night,2022,15130,8976,3
Bihar,Mumbai,Bike,Dusty,Urban,Evening,2019,3484,9858,3
Rajasthan,Ahmedabad,Auto,Foggy,Urban,Afternoon,2018,46909,560,1
Uttar Pradesh,Kochi,Van,Rainy,Highway,Night,2019,2323,9355,3
Maharashtra,Patna,Truck,Rainy,Rural,Night,2019,19212,4040,3
Tamil Nadu,Jaipur,Bus,Rainy,Rural,Evening,2019,14248,3764,3
Rajasthan,Patna,Van,Clear,Highway,Evening,2020,46643,2321,1
Maharashtra,Patna,Van,Foggy,Urban,Night,2021,33172,6830,3
Rajasthan,Chennai,Auto,Clear,Urban,Afternoon,2019,9704,6797,3
Bihar,Bangalore,Van,Foggy,Urban,Night,2022,46808,3268,2
Maharashtra,Bangalore,Car,Rainy,Urban,Morning,2018,16106,8458,3
Gujarat,Kochi,Bike,Clear,Highway,Evening,2019,38479,6441,3
Kerala,Jaipur,Truck,Clear,Rural,Morning,2019,3394,7882,3
Gujarat,Jaipur,Car,Dusty,Rural,Afternoon,2018,19579,6683,3
West Bengal,Kolkata,Bike,Foggy,Urban,Evening,2022,37364,658,1
Kerala,Mumbai,Car,Dusty,Highway,Afternoon,2019,5910,3849,3
Gujarat,Patna,Bus,Clear,Urban,Morning,2019,34531,1653,1
Kerala,Mumbai,Bus,Clear,Urban,Afternoon,2022,39892,4709,2
Kerala,New Delhi,Auto,Rainy,Highway,Evening,2019,28419,7884,3
Karnataka,Lucknow,Car,Dusty,Highway,Morning,2022,7297,5321,3
Tamil Nadu,Patna,Van,Dusty,Rural,Evening,2019,17731,5401,3
Tamil Nadu,Mumbai,Bus,Dusty,Rural,Morning,2018,5384,2561,3
Karnataka,Chennai,Bike,Foggy,Urban,Night,2022,19245,2638,2
Rajasthan,Lucknow,Auto,Clear,Urban,Afternoon,2018,45100,7483,3
Delhi,Jaipur,Van,Dusty,Rural,Afternoon,2018,35454,5991,3
Rajasthan,Patna,Truck,Rainy,Highway,Evening,2019,17381,3690,3
Maharashtra,Patna,Car,Clear,Urban,Night,2022,32570,1856,2
Maharashtra,Jaipur,Bus,Rainy,Urban,Evening,2020,35436,6996,3
Kerala,Kolkata,Van,Clear,Highway,Evening,2018,32635,2831,2
Gujarat,Chennai,Bike,Rainy,Urban,Morning,2018,39876,8272,3
Gujarat,Patna,Car,Dusty,Highway,Night,2018,7633,7472,3
Tamil Nadu,Mumbai,Bike,Dusty,Rural,Morning,2019,40321,8779,3
Uttar Pradesh,Patna,Auto,Rainy,Rural,Evening,2019,30372,2048,2
Rajasthan,Lucknow,Bus,Foggy,Rural,Morning,2018,35679,468,1
West Bengal,Patna,Bus,Rainy,Rural,Morning,2019,26597,1058,1
Bihar,Mumbai,Auto,Clear,Rural,Afternoon,2019,29332,8549,3
Gujarat,Ahmedabad,Bike,Rainy,Urban,Night,2019,17547,6963,3
Bihar,Lucknow,Car,Rainy,Rural,Afternoon,2021,34234,9927,3
Kerala,Kochi,Bike,Clear,Urban,Night,2022,9241,7371,3
Bihar,Kochi,Car,Dusty,Urban,Afternoon,2019,48962,8268,3
West Bengal,Lucknow,Van,Clear,Highway,Evening,2021,5342,8770,3
Karnataka,Chennai,Auto,Rainy,Urban,Afternoon,2021,43596,4435,2
West Bengal,Ahmedabad,Truck,Clear,Urban,Night,2019,49203,2515,2
Bihar,Lucknow,Car,Rainy,Rural,Night,2021,17776,7558,3
West Bengal,Mumbai,Bus,Dusty,Rural,Night,2020,42708,3669,2
Delhi,New Delhi,Van,Rainy,Highway,Afternoon,2021,2933,8579,3
Kerala,Bangalore,Bus,Rainy,Highway,Morning,2022,25729,9978,3
Rajasthan,Patna,Van,Dusty,Urban,Afternoon,2021,22911,4329,3
Karnataka,Kolkata,Bus,Clear,Highway,Morning,2019,17220,6016,3
Gujarat,Ahmedabad,Bike,Foggy,Rural,Afternoon,2018,29761,6050,3
Maharashtra,Mumbai,Bike,Foggy,Rural,Evening,2020,33702,9769,3
Rajasthan,Kolkata,Bike,Rainy,Rural,Evening,2021,18155,4420,3
Maharashtra,Kochi,Van,Rainy,Urban,Afternoon,2020,30239,2784,2
Kerala,Lucknow,Van,Dusty,Urban,Afternoon,2022,37850,2131,2
Karnataka,Ahmedabad,Bus,Clear,Highway,Afternoon,2021,10523,2996,3
Tamil Nadu,Jaipur,Car,Foggy,Rural,Evening,2021,40111,999,1
Gujarat,Patna,Van,Foggy,Urban,Morning,2020,38457,5021,2
Delhi,Bangalore,Bus,Dusty,Urban,Night,2021,2267,6146,3
Tamil Nadu,Kochi,Car,Dusty,Highway,Morning,2021,46098,7161,3
Kerala,Lucknow,Bike,Foggy,Rural,Afternoon,2018,34072,510,1
Rajasthan,Patna,Van,Clear,Rural,Evening,2020,10684,8665,3
Delhi,Kochi,Truck,Clear,Highway,Night,2019,24749,4279,3
West Bengal,Jaipur,Bike,Clear,Highway,Morning,2019,21662,581,1
Bihar,Kolkata,Auto,Rainy,Highway,Afternoon,2022,3680,7610,3
Delhi,Bangalore,Car,Clear,Highway,Evening,2018,48212,8271,3
Kerala,Bangalore,Truck,Rainy,Rural,Evening,2020,48442,371,1
Uttar Pradesh,Patna,Bike,Rainy,Rural,Night,2020,31769,3635,2
Bihar,Mumbai,Van,Dusty,Highway,Morning,2018,35579,4714,2
Maharashtra,Patna,Truck,Rainy,Urban,Evening,2018,45845,3174,2
Gujarat,Kochi,Bus,Rainy,Urban,Afternoon,2022,45700,9108,3
Maharashtra,Mumbai,Car,Dusty,Rural,Afternoon,2019,9220,8279,3
Delhi,Bangalore,Auto,Clear,Rural,Night,2020,19269,896,1
Maharashtra,New Delhi,Bus,Clear,Highway,Morning,2018,10280,8266,3
Kerala,Bangalore,Truck,Foggy,Urban,Evening,2020,33075,7655,3
West Bengal,Patna,Bike,Foggy,Rural,Night,2019,18528,2634,2
Rajasthan,Kochi,Car,Rainy,Urban,Morning,2020,34860,1291,1
Gujarat,Mumbai,Van,Foggy,Highway,Morning,2020,48688,1036,1
Maharashtra,Lucknow,Auto,Dusty,Rural,Evening,2018,45068,6197,2
Maharashtra,Mumbai,Bike,Foggy,Rural,Night,2018,577,122,3
Delhi,Jaipur,Auto,Foggy,Urban,Night,2018,6158,3303,3
Rajasthan,Chennai,Van,Rainy,Urban,Night,2019,29270,551,1
Tamil Nadu,Chennai,Car,Dusty,Rural,Night,2021,49167,373,1
Maharashtra,Ahmedabad,Truck,Foggy,Urban,Morning,2019,23836,1124,1
Kerala,Kolkata,Auto,Clear,Urban,Night,2018,18222,8457,3
Uttar Pradesh,Ahmedabad,Car,Dusty,Highway,Night,2022,31041,6653,3
Gujarat,Ahmedabad,Auto,Dusty,Urban,Evening,2020,22192,8588,3
Maharashtra,Mumbai,Bike,Rainy,Rural,Afternoon,2020,11715,7956,3
Kerala,Kochi,Auto,Dusty,Highway,Morning,2020,23332,8120,3
Kerala,Ahmedabad,Bike,Dusty,Rural,Evening,2020,38239,7896,3
Gujarat,Patna,Bike,Dusty,Highway,Evening,2022,15191,9228,3
Tamil Nadu,Mumbai,Car,Dusty,Highway,Evening,2018,27896,8387,3
Kerala,Kochi,Bus,Dusty,Urban,Morning,2021,32723,670,1
Uttar Pradesh,Chennai,Van,Dusty,Urban,Afternoon,2020,37193,8432,3
Kerala,New Delhi,Auto,Dusty,Rural,Morning,2021,24798,5536,3
Kerala,Patna,Truck,Clear,Urban,Night,2019,35355,6806,3
Kerala,Lucknow,Bike,Dusty,Highway,Afternoon,2019,46031,866,1
West Bengal,Kolkata,Bus,Rainy,Urban,Morning,2020,48953,1726,1
West Bengal,Lucknow,Bike,Clear,Rural,Morning,2018,9370,9124,3
Tamil Nadu,Kochi,Bus,Dusty,Highway,Night,2022,46393,6420,2
Maharashtra,Jaipur,Bus,Foggy,Rural,Morning,2020,24673,4810,3
Kerala,Kochi,Truck,Rainy,Urban,Afternoon,2019,8921,753,2
Rajasthan,New Delhi,Bus,Clear,Highway,Evening,2019,32204,8433,3
Maharashtra,Chennai,Truck,Rainy,Rural,Morning,2021,36096,5934,3
Tamil Nadu,Bangalore,Car,Clear,Urban,Morning,2022,48932,5724,2
Karnataka,Kochi,Bike,Foggy,Urban,Afternoon,2020,43583,6142,2
Maharashtra,Chennai,Truck,Rainy,Rural,Morning,2018,2812,2977,3
Maharashtra,Lucknow,Van,Rainy,Highway,Evening,2021,40950,4706,2
Bihar,Kochi,Bike,Clear,Rural,Night,2022,46547,3625,2
Delhi,Kochi,Van,Clear,Urban,Night,2021,38910,5494,2
Bihar,Ahmedabad,Auto,Foggy,Rural,Night,2018,28408,4655,3
Uttar Pradesh,Lucknow,Van,Dusty,Urban,Evening,2019,24982,9482,3
West Bengal,Kolkata,Car,Clear,Highway,Night,2020,42852,7255,3
West Bengal,Kolkata,Auto,Clear,Rural,Afternoon,2020,24761,483,1
Delhi,Patna,Auto,Clear,Highway,Afternoon,2018,12869,2298,3
Gujarat,Jaipur,Bus,Foggy,Rural,Evening,2020,2160,5467,3
Gujarat,Bangalore,Van,Dusty,Urban,Evening,2020,33497,670,1
Tamil Nadu,Kochi,Bus,Dusty,Highway,Evening,2021,27769,2742,2
Delhi,Kochi,Van,Foggy,Urban,Afternoon,2018,26697,5321,3
Maharashtra,Patna,Auto,Dusty,Rural,Evening,2021,18462,3831,3
Gujarat,Jaipur,Bus,Rainy,Urban,Evening,2020,22913,3088,2
Kerala,Lucknow,Bike,Foggy,Rural,Night,2022,20671,9363,3
Rajasthan,Kochi,Van,Clear,Highway,Evening,2022,780,6574,3
Maharashtra,Chennai,Van,Dusty,Urban,Morning,2021,19399,861,1
